#Name,Category,Mass,Source
Tetralophodon bumiajuensis,Mega,3103364,genus mean
Coelodonta nihowanensis,Mega,3007620.00000001,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Hippopotamus antiquus,Mega,2971666.03173803,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Choerolophodon corrugatus,Mega,2957929.23882228,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Zygolophodon metachijiensis,Mega,2957929.23882228,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Ceratotherium simum,Mega,2949986.306,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Stephanorhinus hemitoechus,Mega,2943176.50519716,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Elephas maximus,Mega,2915040,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Coelodonta tologoijensis,Mega,2866723.999,genus mean
Stephanorhinus orientalis,Mega,2859000,http://www.helsinki.fi/science/now/
Ancylotherium hennigi,Mega,2778000,genus mean
Ancylotherium pentelicum,Mega,2778000,http://www.helsinki.fi/science/now/
Alicornops laogouense,Mega,2732138.00000001,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Coelodonta antiquitatis,Mega,2692551.99802795,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Platybelodon grangeri,Mega,2518920,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Mastodon bumiajuensis,Mega,2500000,"Larramendi, A. (2015). Shoulder height, body mass and shape of proboscideans. Acta Palaeontol. Pol. in press. doi, 10.
ISO 690 
"
Dicerorhinus gwebinensis,Mega,2479964,genus mean
Dicerorhinus lantianensis,Mega,2479964,genus mean
Iranotherium morgani,Mega,2346000,http://www.helsinki.fi/science/now/
Ceratotherium mauritanicum,Mega,2104134.077,genus mean
Gomphotherium sylvaticum,Mega,2075000,http://www.helsinki.fi/science/now/
Stegodon orientalis,Mega,2000000,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Libytherium olduvaiense,Mega,2000000,genus mean
Sivatherium maurusium,Mega,2000000,"Hilton-Barber & Berger, Field Guide to the Cradle of Humankind, 2002"
Stegodon insignis,Mega,2000000,"Larramendi, A. (2015). Shoulder height, body mass and shape of proboscideans. Acta Palaeontol. Pol. in press. doi, 10."
Brachypotherium perimense,Mega,1982759.26353752,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Stephanorhinus miguelcusafronti,Mega,1959234.31,genus mean
Hippopotamus aethiopicus,Mega,1841317.87,genus mean
Hippopotamus behemoth,Mega,1841317.87,genus mean
Hippopotamus equinus,Mega,1841317.87,genus mean
Hippopotamus incognitus,Mega,1841317.87,genus mean
Hippopotamus karumensis,Mega,1841317.87,genus mean
Hippopotamus laloumena,Mega,1841317.87,genus mean
Hippopotamus namadicus,Mega,1841317.87,genus mean
Hippopotamus palaeindicus,Mega,1841317.87,genus mean
Hippopotamus protamphibius,Mega,1841317.87,genus mean
Hippopotamus sirensis,Mega,1841317.87,genus mean
Hippopotamus sivalensis,Mega,1841317.87,genus mean
Stegodon elephantoides,Mega,1786754.105,genus mean
Stegodon gaensa,Mega,1786754.105,genus mean
Stegodon guizhouensis,Mega,1786754.105,genus mean
Stegodon hypsilophus,Mega,1786754.105,genus mean
Stegodon katliensis,Mega,1786754.105,genus mean
Stegodon luzonensis,Mega,1786754.105,genus mean
Stegodon mindanensis,Mega,1786754.105,genus mean
Stegodon namadicus,Mega,1786754.105,genus mean
Stegodon pinjorensis,Mega,1786754.105,genus mean
Stegodon sinensis,Mega,1786754.105,genus mean
Stegodon yuanmouensis,Mega,1786754.105,genus mean
Stegodon zhaotongensis,Mega,1786754.105,genus mean
Stegolophodon lydekkeri,Mega,1786754.105,genus mean
Stegolophodon stegodontoides,Mega,1786754.105,genus mean
Rhinoceros sondaicus,Mega,1750000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Tetralophodon exoletus,Mega,1717728,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Punjabitherium platyrhinus,Mega,1651554.333,genus mean
Rhinoceros chaii,Mega,1651554.33,genus mean
Rhinoceros deccanensis,Mega,1651554.33,genus mean
Rhinoceros kagavena,Mega,1651554.33,genus mean
Rhinoceros karnuliensis,Mega,1651554.33,genus mean
Rhinoceros palaeindicus,Mega,1651554.33,genus mean
Rhinoceros philippensis,Mega,1651554.33,genus mean
Rhinoceros plicideus,Mega,1651554.33,genus mean
Rhinoceros sinensis,Mega,1651554.33,genus mean
Rhinoceros sinhaleyus,Mega,1651554.33,genus mean
Rhinoceros sivalensis,Mega,1651554.33,genus mean
Rhinoceros sumatraensis,Mega,1651554.33,genus mean
Rhinoceros unicornis,Mega,1602333,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Brachypotherium brachypus,Mega,1600000,http://www.helsinki.fi/science/now/
Honanotherium schlosseri,Mega,1512330,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Hesperotherium sinense,Mega,1500000,genus mean
Paracamelus gigas,Mega,1490235.23833658,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Giraffa jumae,Mega,1487240,"Huang, Shan, et al. ""Mammal body size evolution in North America and Europe over 20 Myr: similar trends generated by different processes."" Proc. R. Soc. B. Vol. 284. No. 1849. The Royal Society, 2017."
Hippopotamus amphibius,Mega,1417489.988,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Gomphotherium subtapiroideum,Mega,1406000,http://www.helsinki.fi/science/now/
Hispanotherium tungurense,Mega,1400000,http://www.helsinki.fi/science/now/
Stephanorhinus etruscus,Mega,1400000,http://www.helsinki.fi/science/now/
Stephanorhinus hundsheimensis,Mega,1400000,http://www.helsinki.fi/science/now/
Acerorhinus palaeosinensis,Mega,1367000,http://www.helsinki.fi/science/now/
Stegodon trigonocephalus,Mega,1365000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Paracamelus alexejevi,Mega,1337663.09223505,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Paracamelus bessarabiensis,Mega,1337663,genus mean
Stephanorhinus megarhinus,Mega,1300000,http://www.helsinki.fi/science/now/
Dicerorhinus sumatrensis,Mega,1266667,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Postschizotherium chardini,Mega,1248000,"Schwartz, G. T., Rasmussen, D. T., & Smith, R. J. (1995). Body-size diversity and community structure of fossil hyracoids. Journal of Mammalogy, 76(4), 1088-1099."
Postschizotherium hengduanshanensis,Mega,1248000,"Schwartz, G. T., Rasmussen, D. T., & Smith, R. J. (1995). Body-size diversity and community structure of fossil hyracoids. Journal of Mammalogy, 76(4), 1088-1099."
Hydaspitherium megacephalum,Mega,1246000,"Basu, C., Falkingham, P. L., & Hutchinson, J. R. (2016). The extinct, giant giraffid Sivatherium giganteum: skeletal reconstruction and body mass estimation. Biology letters, 12(1), 20150940."
Sivatherium giganteum,Mega,1246000,"Basu, C., Falkingham, P. L., & Hutchinson, J. R. (2016). The extinct, giant giraffid Sivatherium giganteum: skeletal reconstruction and body mass estimation. Biology letters, 12(1), 20150940."
Sivatherium majori,Mega,1246000,"Basu, C., Falkingham, P. L., & Hutchinson, J. R. (2016). The extinct, giant giraffid Sivatherium giganteum: skeletal reconstruction and body mass estimation. Biology letters, 12(1), 20150940."
Dihoplus jeanvireti,Mega,1200000,genus mean
Stephanorhinus leptorhinus,Mega,1200000,genus mean
Ceratotherium neumayri,Mega,1200000,http://www.helsinki.fi/science/now/
Chilotherium persiae,Mega,1200000,http://www.helsinki.fi/science/now/
Dihoplus schleiermacheri,Mega,1200000,http://www.helsinki.fi/science/now/
Hispanotherium grimmi,Mega,1200000,http://www.helsinki.fi/science/now/
Diceros bicornis,Mega,1180510.896,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Bubalus palaeokerabau,Mega,1125940.42792421,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Chilotherium anderssoni,Mega,1100000,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Aceratherium incisivum,Mega,1100000,http://www.helsinki.fi/science/now/
Samotherium neumayri,Mega,1100000,http://www.helsinki.fi/science/now/
Stephanorhinus pikermiensis,Mega,1100000,http://www.helsinki.fi/science/now/
Aprotodon lanzhouensis,Mega,1098237,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Chilotherium schlosseri,Mega,1052000,http://www.helsinki.fi/science/now/
Homoioceras baini,Mega,1000000,"Clauss, M., Frey, R., Kiefer, B., Lechner-Doll, M., Loehlein, W., Polster, C., ... & Streich, W. J. (2003). The maximum attainable body size of herbivorous mammals: morphophysiological constraints on foregut, and adaptations of hindgut fermenters. Oecologia, 136(1), 14-27."
Bularchus arok,Mega,1000000,genus mean
Pelorovis howelli,Mega,1000000,genus mean
Pelorovis oldowayensis,Mega,1000000,genus mean
Pelovoris oldowayensis,Mega,1000000,genus mean
Acerorhinus tsaidamensis,Mega,1000000,http://www.helsinki.fi/science/now/
Helladotherium duvernoyi,Mega,1000000,http://www.helsinki.fi/science/now/
Bison priscus,Mega,1000000,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Cainotherium commune,Mega,1000000,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Pelorovis antiquus,Mega,1000000,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Kubanochoerus gigas,Mega,973498.000000003,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Chilotherium primigenius,Mega,944266.000000002,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Anisodon sivalense,Mega,940000,genus mean
Chalicotherium grande,Mega,940000,http://www.helsinki.fi/science/now/
Hemibos galerianus,Mega,939723.310564638,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Giraffa pomeli,Mega,902205.2794,genus mean
Giraffa pygmaea,Mega,902205.2794,genus mean
Giraffa sivalensis,Mega,902205.2794,genus mean
Giraffa stillei,Mega,902205.2794,genus mean
Bos primigenius,Mega,900000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Acerorhinus zernowi,Mega,900000,http://www.helsinki.fi/science/now/
Chilotherium kiliasi,Mega,900000,http://www.helsinki.fi/science/now/
Chilotherium wimani,Mega,900000,http://www.helsinki.fi/science/now/
Decennatherium pachecoi,Mega,900000,http://www.helsinki.fi/science/now/
Bison bonasus,Mega,900000,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Giraffa camelopardalis,Mega,899994.8,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Homotherium crenatidens,Sab,231206.47901756,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Machairodus aphanistus,Sab,220000,http://www.helsinki.fi/science/now/
Amphimachairodus giganteus,Sab,210000,http://www.helsinki.fi/science/now/
Homotherium latidens,Sab,189000,"Faurby, S., & Svenning, J. C. (2016). Resurrection of the island rule: human-driven extinctions have obscured a basic evolutionary pattern. The American Naturalist, 187(6), 812-820."
Homotherium davitashvilii,Sab,150000,genus mean
Barbourofelis piveteaui,Sab,150000,http://www.helsinki.fi/science/now/
Dinofelis abeli,Sab,149000,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Machairodus palanderi,Sab,131099,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Machairodus alberdiae,Sab,100000,http://www.helsinki.fi/science/now/
Paramachairodus orientalis,Sab,85000,http://www.helsinki.fi/science/now/
Metailurus major,Sab,80000,http://www.helsinki.fi/science/now/
Megantereon nihowanensis,Sab,64903.0000000001,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Megantereon cultridens,Sab,62950.6182857198,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
Megantereon whitei,Sab,47571.1818891661,http://www.helsinki.fi/science/now/
Paramachairodus ogygia,Sab,44000,http://www.helsinki.fi/science/now/
Prosansanosmilus peregrinus,Sab,40000,http://www.helsinki.fi/science/now/
Metailurus parvulus,Sab,38000,http://www.helsinki.fi/science/now/
Pseudaelurus quadridentatus,Sab,30000,http://www.helsinki.fi/science/now/
Metailurus minor,Sab,27709,"Raia, P., Carotenuto, F., Passaro, F., Piras, P., Fulgione, D., Werdelin, L., ... & Fortelius, M. (2013). Rapid action in the Palaeogene, the relationship between phenotypic and taxonomic diversification in Coenozoic mammals. Proceedings of the Royal Soci"
